entry,exit,sym,side,gross,net,reason,margin,rom
2024-03-01,2024-03-04,IOC,1,0.030791788856304958,0.029791788856304957,tp,0.22,0.13541722207411344
2024-03-01,2024-03-05,DLF,1,0.020324760244115003,0.019324760244115002,tp,0.22,0.08783981929143182
2024-04-01,2024-04-09,OFSS,1,-0.06489696781491916,-0.06589696781491916,sl,0.22,-0.29953167188599616
2024-04-01,2024-04-15,ZYDUSLIFE,1,-0.06819873926639208,-0.06919873926639208,sl,0.22,-0.31453972393814583
2024-04-01,2024-04-10,BHEL,1,0.027370478983382185,0.026370478983382184,tp,0.22,0.11986581356082811
2024-04-01,2024-04-03,SIEMENS,1,0.028927685330764508,0.027927685330764507,tp,0.22,0.12694402423074777
2024-04-01,2024-04-03,PNB,1,0.07388384037929674,0.07288384037929674,tp,0.22,0.3312901835422579
2024-04-26,2024-04-29,VEDL,1,0.024106919810142236,0.023106919810142235,tp,0.22,0.1050314536824647
2024-04-26,2024-05-07,SAIL,1,-0.07520564042303168,-0.07620564042303168,sl,0.22,-0.346389274650144
2024-04-26,2024-05-02,SIEMENS,1,0.024516541749872278,0.023516541749872277,tp,0.22,0.10689337159032854
2024-04-26,2024-05-02,VOLTAS,1,0.021825191917105524,0.020825191917105523,tp,0.22,0.09465996325957056
2024-04-26,2024-04-30,TRENT,1,0.023899791424192518,0.022899791424192517,tp,0.22,0.10408996101905689
2024-05-31,2024-06-03,VEDL,1,0.02033823366861931,0.01933823366861931,tp,0.22,0.08790106213008776
2024-05-31,2024-06-03,SIEMENS,1,0.04334052353188267,0.04234052353188267,tp,0.22,0.19245692514492121
2024-05-31,2024-06-03,ABB,1,0.04893134656912301,0.04793134656912301,tp,0.22,0.21786975713237733
2024-05-31,2024-06-03,POLYCAB,1,0.029397867879396244,0.028397867879396244,tp,0.22,0.1290812176336193
2024-05-31,2024-06-04,HINDALCO,1,-0.06541921554516017,-0.06641921554516017,sl,0.22,-0.30190552520527353
2024-06-28,2024-07-01,VEDL,1,0.022416621104428547,0.021416621104428546,tp,0.22,0.09734827774740248
2024-06-28,2024-07-01,SIEMENS,1,0.02511493769762496,0.02411493769762496,tp,0.22,0.10961335317102255
2024-06-28,2024-07-09,M&M,1,0.023434773504571904,0.022434773504571903,tp,0.22,0.10197624320259956
2024-06-28,2024-07-03,ASHOKLEY,1,-0.05503080082135525,-0.05603080082135525,sl,0.22,-0.2546854582788875
2024-06-28,2024-07-02,GODREJPROP,1,0.02945151218602926,0.02845151218602926,tp,0.22,0.12932505539104208
2024-07-26,2024-07-29,OFSS,1,0.02074082048245729,0.01974082048245729,tp,0.22,0.08973100219298767
2024-07-26,2024-07-29,RECLTD,1,0.03065716801408791,0.02965716801408791,tp,0.22,0.13480530915494504
2024-07-26,2024-08-08,BALKRISIND,1,-0.05215688060857282,-0.05315688060857282,sl,0.22,-0.24162218458442192
2024-07-26,2024-08-05,M&M,1,-0.07281812699233225,-0.07381812699233226,sl,0.22,-0.3355369408742375
2024-07-26,2024-07-29,ASHOKLEY,1,0.040457769181173386,0.039457769181173385,tp,0.22,0.17935349627806085
2024-08-30,2024-09-16,TRENT,1,0.020494248567345386,0.019494248567345385,tp,0.22,0.08861022076066084
2024-08-30,2024-09-03,OFSS,1,0.042904170709809675,0.041904170709809674,tp,0.22,0.1904735032264076
2024-08-30,2024-09-26,LUPIN,1,-0.030139839992908257,-0.031139839992908258,expiry,0.22,-0.14154472724049208
2024-08-30,2024-09-03,SHRIRAMFIN,1,0.020046620046620056,0.019046620046620055,tp,0.22,0.0865755456664548
2024-08-30,2024-09-26,INFY,1,-0.028998467041389864,-0.029998467041389865,expiry,0.22,-0.13635666836995394
2024-09-27,2024-10-04,TRENT,1,-0.0617175795434346,-0.0627175795434346,sl,0.22,-0.2850799070156118
2024-09-27,2024-10-09,LUPIN,1,0.02506646410938096,0.02406646410938096,tp,0.22,0.10939301867900436
2024-09-27,2024-10-03,BAJAJ-AUTO,1,-0.06735353756781937,-0.06835353756781937,sl,0.22,-0.3106978980355426
2024-09-27,2024-10-01,COFORGE,1,0.024778431891501418,0.023778431891501417,tp,0.22,0.10808378132500644
2024-09-27,2024-10-23,SUNPHARMA,1,-0.06106034768001223,-0.06206034768001223,sl,0.22,-0.282092489454601
2024-11-01,2024-11-07,TRENT,1,-0.09097243998466953,-0.09197243998466953,sl,0.22,-0.4180565453848615
2024-11-01,2024-11-06,COFORGE,1,0.03869891466325548,0.03769891466325548,tp,0.22,0.17135870301479764
2024-11-01,2024-11-25,DIVISLAB,1,0.0345315977608418,0.0335315977608418,tp,0.22,0.15241635345837182
2024-11-01,2024-11-11,LUPIN,1,-0.053875407461064784,-0.054875407461064785,sl,0.22,-0.24943367027756722
2024-11-29,2024-12-03,TATAELXSI,1,0.06397268749394325,0.06297268749394325,tp,0.22,0.2862394886088329
2024-11-29,2024-12-04,INDIANB,1,0.049805447470816944,0.04880544747081694,tp,0.22,0.22184294304916793
2024-11-29,2024-12-03,UNIONBANK,1,0.03428011753183147,0.033280117531831466,tp,0.22,0.15127326150832485
2024-11-29,2024-12-06,COFORGE,1,0.021974564198795177,0.020974564198795176,tp,0.22,0.09533892817634171
